node_id,node_type,original_id,display_name,channel,views,likes
video_-txKpma65ZU,video,-txKpma65ZU,"Forced Arbitration | January 31, 2018 Act 2 | Full",Full Frontal with Samantha Bee,237548,4134
video_Mjl4OReUX-c,video,Mjl4OReUX-c,When mum gets dad's car wrapped for Valentines Day,LadBaby Official,211669,7323
video_S0OICOBR19Q,video,S0OICOBR19Q,Why You Shouldn't Give Ginger To Monkeys (and othe,MinuteEarth,341980,11773
video_lk8lozFBXpo,video,lk8lozFBXpo,EVERY GAME STORE EVER,Smosh,1629409,56980
video_lD1mPectYOM,video,lD1mPectYOM,"Town of Reston: “Small Town, Big Mystery” - Impuls",Impulse,735962,7788
video_MUWUHf-rzks,video,MUWUHf-rzks,How to Make an Elephant Explode with Science – The,Kurzgesagt – In a Nutshell,1851183,105292
video_xqj7XOv9mC8,video,xqj7XOv9mC8,PAPILLON | Official Trailer,Bleecker Street,1490289,1840
video_X9Qh8vsSE-c,video,X9Qh8vsSE-c,"I Filled My Swimming Pool with 10,000 Water Balloo",Guava Juice,1509739,72244
video_kfOeQj7HsCE,video,kfOeQj7HsCE,Chris Evans opens up about 'Avengers: Infinity War,Good Morning America,972529,18510
video_J_CFBjAyPWE,video,J_CFBjAyPWE,Red Velvet 레드벨벳 'Bad Boy' MV,SMTOWN,19392316,1040557
video_9POblaMln4Q,video,9POblaMln4Q,Types Of People at the Gym,MamaMiaMakeup,875901,41515
video__vrcsnkXCI8,video,_vrcsnkXCI8,I GAVE MY MOM HER FIRST MAKEOVER EVER AND SHE CRIE,Bramty Juliette,390232,31417
video_6Y65fxIRs8Q,video,6Y65fxIRs8Q,Big sister reflexes,BrasherN,2761070,36036
video_FlsCjmMhFmw,video,FlsCjmMhFmw,YouTube Rewind: The Shape of 2017 | #YouTubeRewind,YouTube Spotlight,149376127,3093544
video_S-4rhjO6xYg,video,S-4rhjO6xYg,STRANGER THINGS: A Bad Lip Reading,Bad Lip Reading,4815667,251314
video_JRocY48P0qA,video,JRocY48P0qA,The Toyota Previa Is the Weirdest Minivan Ever,Doug DeMuro,1472121,27268
video_hbcH02YynOA,video,hbcH02YynOA,FULL GLAM IN 10 MINUTES MAKEUP CHALLENGE W. KRISTE,Laura Lee,400847,21112
video_DV1OqgHb3jc,video,DV1OqgHb3jc,How To Make a Vegan Curry,HowToBasic,4570096,269669
video_iZUfPIKbgUM,video,iZUfPIKbgUM,Bar Essentials | Basics with Babish,Binging with Babish,983181,30918
video_fNVUTgd4pio,video,fNVUTgd4pio,Sugarland - Babe (Static Video) ft. Taylor Swift,SugarlandVEVO,1664399,50908
video_JANApS0P4z8,video,JANApS0P4z8,Casually Explained: Levels of Wealth,Casually Explained,2836959,115670
video_XkVwqEdYlNA,video,XkVwqEdYlNA,The Last Jedi Cast Touches Bearded Dragons & Other,Vanity Fair,855787,31762
video_e5IRkF20JmU,video,e5IRkF20JmU,REACTING to BTS Mic Drop! (MV),Wassabi Productions,469527,26655
video_LC3fWTXZXxE,video,LC3fWTXZXxE,9 Travel Life Hacks + How to Pack for Vacation!!,AlishaMarie,998362,70972
video_C7mxTEskjQg,video,C7mxTEskjQg,A Friendly Arctic Fox Greets Explorers | National ,National Geographic,407936,10213
video_YfOHh5mt9SM,video,YfOHh5mt9SM,i have a condition that makes me feel like i'm dre,doddlevloggle,440000,44900
video_-BDImdAfodA,video,-BDImdAfodA,Kylie Minogue - Dancing (Official Video),KylieMinogueOnVEVO,855031,27709
video_7LjC-nUPrNg,video,7LjC-nUPrNg,Kids Try 100 Years of the Most Expensive Foods | B,Bon Appétit,3708663,40325
video_jVNepCaqJok,video,jVNepCaqJok,My asthmatic kitty cat getting his meds,BaconLegs,253710,5721
video_r2ys-AimNbE,video,r2ys-AimNbE,“First Burn” [Official Video],Hamilton: An American Musical,2098175,94916
video_lOz7cPJQd8E,video,lOz7cPJQd8E,Tesla CEO Elon Musk offers rare look inside Model ,CBS This Morning,785651,10119
video_Pymm6cmE9uQ,video,Pymm6cmE9uQ,SICARIO 2: SOLDADO - Official Teaser Trailer (HD),Sony Pictures Entertainment,3337851,31538
video_bEWLOo12UAU,video,bEWLOo12UAU,Picking the 2018 XXL Freshman 10th Spot,fantano,248952,6029
video_Eswl8SSywzA,video,Eswl8SSywzA,How To Make an Ocarina of Time IRL,The King of Random,641418,14459
video_VXQ1FD77egw,video,VXQ1FD77egw,DIY SUPER LONG FRENCH FRY - VERSUS,HellthyJunkFood,538551,15418
video_5TbUxGZtwGI,video,5TbUxGZtwGI,Time: The History & Future of Everything – Remaste,Kurzgesagt – In a Nutshell,2626381,167615
video_n6gD02uqx5Q,video,n6gD02uqx5Q,Ant-Man and The Wasp Trailer Drops + Black Panther,ColliderVideos,76714,2166
video_D8PXRnN0KPU,video,D8PXRnN0KPU,Moving Pictures 2017 - Movie Trailers Mashup,Clark Zhu,14651,129
video__kwsw07w8lU,video,_kwsw07w8lU,MY CLOSET TOUR 2018! Carli Bybel,Carli Bybel,836260,42451
video_HOxylh5runs,video,HOxylh5runs,Reacting To POSITIVE COMMENTS ASMR ! | Jackie Aina,Jackie Aina,231413,29408
video_xLkHEZTSeoU,video,xLkHEZTSeoU,Casey Neistat Melts His Face Off While Eating Spic,First We Feast,2368132,111659
video_AV5TOlGFHk0,video,AV5TOlGFHk0,Best EARLY Cyber Monday 2017 Deals LIVE RIGHT NOW!,The Deal Guy,144562,4306
video_y_WoOYybCro,video,y_WoOYybCro,How I Became The Fresh Prince of Bel-Air | STORYTI,Will Smith,2339655,131268
video_7oRdswHqaf8,video,7oRdswHqaf8,EARL GREY MACARONS- The Scran Line,The Scran Line,35487,1999
video_KORiXf-u21Y,video,KORiXf-u21Y,Henrik Harlaut wins Men’s Ski Big Air gold | X Gam,X Games,121421,661
video_SPJsPQBnA2s,video,SPJsPQBnA2s,Kitchen Gadgets for Perfectionists,INSIDER,192537,3689
video_mhog9LEMCDY,video,mhog9LEMCDY,Dem Beats (ft. RuPaul) by TODRICK HALL,todrickhall,873742,48735
video_7aRxsmfBDI0,video,7aRxsmfBDI0,Which Musician Am I? (GAME) Ft. Reggie Watts,Good Mythical Morning,665478,15577
video_n5IdKE3rhII,video,n5IdKE3rhII,Queer Eye's Jonathan Van Ness Insta-Stalks the Fab,ELLE,329873,10276
video_16a1LttU5qc,video,16a1LttU5qc,I carve a pencil from a pencil from a pencil  (pen,Bobby Duke Arts,668715,39305
video_FR5WT12B_88,video,FR5WT12B_88,Spinners,Kaplamino,762752,20876
video_nx1R-eHSkfM,video,nx1R-eHSkfM,The New Snapchat in 60 Seconds,Snapchat,2944563,0
video_tP214lJtKlM,video,tP214lJtKlM,The 77 Year Old Ballet Dancer Sharing Seven Decade,BBC Three,662688,28240
video_uA8GdJJqz_s,video,uA8GdJJqz_s,Physicist Stephen Hawking has died,CNN,3432865,55495
video_5gFpcEKayz4,video,5gFpcEKayz4,MØ - When I Was Young (Official Video),MOMOMOYOUTHVEVO,764716,35765
video_9DUfFHaUpxg,video,9DUfFHaUpxg,The Voice Behind 250 of Your Favorite Cartoons,Great Big Story,1502910,41546
video_af6L1jBZGYA,video,af6L1jBZGYA,Jimmy Fallon and Paul Rudd Recreate King of Wishfu,The Tonight Show Starring Jimm,553510,8103
video__NWs7ntMRBA,video,_NWs7ntMRBA,[OFFICIAL VIDEO] Perfect - Pentatonix,PTXofficial,3105286,180986
video_5y0ARoVF6Qg,video,5y0ARoVF6Qg,Double Lesbian Pictionary Proposal,BerkleyLovesTori,195039,1063
video_OZsYiWBgFOk,video,OZsYiWBgFOk,The Spy Who Dumped Me (2018 Movie) Teaser Trailer ,Lionsgate Movies,5205309,12320
video_H7gh2fmdjCU,video,H7gh2fmdjCU,Calum Scott - What I Miss Most (Official Video),CalumScottVEVO,3136189,104437
video__PgMjA4x3rE,video,_PgMjA4x3rE,Devils Vs Angels Two w/ TheOdd1sOut,SomeThingElseYT,1157125,38539
video_ryr75N0nki0,video,ryr75N0nki0,Eminem - Walk On Water (Official Video) ft. Beyonc,EminemVEVO,16584193,669544
video_oyC4lLTOyL8,video,oyC4lLTOyL8,A Language Made Of Music,Tom Scott,244274,11287
video_cgYHbIEZWW8,video,cgYHbIEZWW8,FBI Admits It Failed To Investigate Tip About Accu,TIME,383981,2404
video_byBCkV_j-As,video,byBCkV_j-As,Introducing #AerieREAL Role Models,Aerie,5144,18
video_XbuQAbG2AZ0,video,XbuQAbG2AZ0,"Jay-Z and Dean Baquet, in Conversation",The New York Times,656786,16305
video_zNZJNlx4P80,video,zNZJNlx4P80,WE TRIED TO MAKE TASTY'S GIANT MACARON (VERSUS),HellthyJunkFood,224124,7770
video_OAGfx7eB3gA,video,OAGfx7eB3gA,How to pick up a cat like a pro - Vet advice on ca,Helpful Vancouver Vet,3388443,102467
video_KWn4JmiM2pM,video,KWn4JmiM2pM,Grammys 2018 Nominations Announced | Billboard New,Billboard News,4010,83
video_xYtsL9znopI,video,xYtsL9znopI,Khalid & Normani - Love Lies (Official Video),KhalidVEVO,6010383,242098
video_NKin_i1pcFA,video,NKin_i1pcFA,"The Spyker C8 Is the Quirkiest $250,000 Exotic Car",Doug DeMuro,1394843,29208
video_515lLZS082U,video,515lLZS082U,Pitch Perfect 3 - Riff-Off Clip [HD],Pitch Perfect,3433497,62537
video_yDiXQl7grPQ,video,yDiXQl7grPQ,Do You Hear Yanny or Laurel? (SOLVED with SCIENCE),AsapSCIENCE,42799458,564804
video_NWOz3OZ6J9M,video,NWOz3OZ6J9M,Men arrested at Starbucks speak out,ABC News,1254952,14272
video_sYvH7Y16iUM,video,sYvH7Y16iUM,The True All-Screen Smartphone is Here...,Unbox Therapy,1926808,76976
video_JefYnYIXY_8,video,JefYnYIXY_8,The Strange (But True) History of Hysteria,SciShow,298966,8979
video_lYtllIKb70M,video,lYtllIKb70M,The Royals New Season First Look | E!,E! Entertainment,88940,1126
video_WLagbArQsuE,video,WLagbArQsuE,Imagine Dragons - Thunder (Live On The Ellen DeGen,ImagineDragonsVEVO,637040,30430
video_PAHm7SEhhuw,video,PAHm7SEhhuw,Boxing with Evander Holyfield & Joel McHale | Kevi,LOL Network,1401860,23225
video_37xIzAWyO8I,video,37xIzAWyO8I,How To Enlarge And Correct Lip Shape | John Maclea,John Maclean,33074,2327
video_80L97nV_vQc,video,80L97nV_vQc,My Favorite TECH of 2017!,Jonathan Morrison,401333,7748
video_hBvcngHRTFg,video,hBvcngHRTFg,Jordan Peele Breaks Down Get Out Fan Theories from,Vanity Fair,1475655,43253
video_Dan2YMDCpms,video,Dan2YMDCpms,Blind Girl Describes My Face to a Police Sketch Ar,Gabbie Hanna,6476089,310607
video_YF6xzqOfCD8,video,YF6xzqOfCD8,"Batman's Village of Fools: Gotham, England",Tom Scott,219954,15502
video_6Nr_xHolP1Q,video,6Nr_xHolP1Q,EVERY ELEVATOR EVER,Smosh,1486238,49860
