id,original_id,display_name,channel,views,likes,tags
ODLwIlXK-9o,ODLwIlXK-9o,How Masterchef Hugo Ortega Went from Dishwasher to,Eater,24860.0,702.0,dish|eating|food|food porn|foodie|mexican food|news|recipe|restaurant|review|sushi
b03U6BYF9L0,b03U6BYF9L0,Debunking Anti-Vaxxers,AsapSCIENCE,790912.0,48896.0,
EhSXsTSNDyo,EhSXsTSNDyo,5 Seconds Of Summer - Want You Back (Official Vide,5SOSVEVO,4611406.0,346614.0,back|calum|luke|official|official video|video|you
kce9FMxx-04,kce9FMxx-04,The Twelfth Doctor Regenerates: Peter Capaldi to J,BBC,1461207.0,18543.0,
zPJl2e38S4g,zPJl2e38S4g,Walk it like I talk it - Wocket in my pocket - Mig,ScatterBrain News,2154665.0,159414.0,rap
L3br0klRqF4,L3br0klRqF4,Watch live: Sessions testifies to the House Judici,Washington Post,137003.0,580.0,breaking news
fJe0cmOvM94,fJe0cmOvM94,Match the Job to the Person | Lineup | Cut,Cut,2073539.0,55456.0,challenges|dating|experiments|games|interviews|kids|kids try|love|people|relationships
al2l6YLt7cg,al2l6YLt7cg,"NCT 127 on Latest Single 'Touch', New Album 'NCT 1",Billboard,334967.0,41905.0,2018|album|english|interview|korean|kpop|music|official|pop
ANDqRchWuMc,ANDqRchWuMc,Westworld - Season  1 Review,Jeremy Jahns,176772.0,8975.0,movie|review|robot|series
p-OCfiglZRQ,p-OCfiglZRQ,Can Light be Black? Mind-Blowing Dark Light Experi,The Action Lab,2786923.0,53689.0,how to|iron man|king of random|life hacks
QXcbVHFE2bo,QXcbVHFE2bo,How-To Make Chocolate Mousse with Matty Matheson,Munchies,442698.0,14407.0,chef|chocolate|cooking|documentary|eating|exclusive|food|funny|how to|interview|interviews|restaurant|travel|world
fVVS9Tng7C0,fVVS9Tng7C0,See Lala And Kway's Epic And Hilarious Dance-Off |,BETNetworks,198051.0,4657.0,
45tSUnisIos,45tSUnisIos,5 Signs You Work With Cats,Cole and Marmalade,169542.0,11543.0,cats|fail|kittens|the office
Ji_4dH_FXzw,Ji_4dH_FXzw,2018 Preakness Stakes I FULL RACE I NBC Sports,NBC Sports,649426.0,2296.0,2018|winner
ic1kMoM_kPw,ic1kMoM_kPw,Dylan Farrow details her sexual assault allegation,CBS This Morning,173889.0,846.0,news|video
OBOm_jatVCI,OBOm_jatVCI,Blind Fast Food Sub Sandwich Taste Test,Good Mythical Morning,2215447.0,39203.0,link|rhett|rhett and link|season 13
sJzWZ1yXpek,sJzWZ1yXpek,Hot Wheels in the Garden,5MadMovieMakers,502880.0,5551.0,build|design|disney|disneyland|diy|drop|review|science|toy|universal|wood
Es9CfWMmPRU,Es9CfWMmPRU,$120 McGriddle Taste Test | FANCY FAST FOOD,Good Mythical Morning,1259565.0,21892.0,link|rhett|rhett and link|season 13
1RZYOeQeIXE,1RZYOeQeIXE,Sarah Paulson Gets Scared During '5 Second Rule',TheEllenShow,704786.0,19880.0,funny|game|hilarious|sarah paulson
e_7zHm7GsYc,e_7zHm7GsYc,Hunter Hayes - You Should Be Loved (Part One Of Pi,Hunter Hayes,13917.0,1318.0,music video|official
9JBKuNrd5m8,9JBKuNrd5m8,I WENT TO PIXAR ANIMATION STUDIOS!! (The Incredibl,DanTDM,1594811.0,39008.0,no cursing|no swearing
CwKp6Xhy3_4,CwKp6Xhy3_4,Chris Young - Hangin' On,ChrisYoungVEVO,272987.0,4091.0,chris young|country|rca records label nashville|you
2BwxeOzSx8A,2BwxeOzSx8A,"Don't Worry, He Won't Get Far On Foot - Official T",Amazon Studios,1103339.0,363.0,jack black|jonah hill|official trailer|original|season|streaming|trailer
t1shnJT8NCY,t1shnJT8NCY,"We Can All Do Better Than Roy Moore | November 15,",Full Frontal with Samantha Bee,619920.0,7604.0,tbs
prmQgSpV3fA,prmQgSpV3fA,BLACK THOUGHT FREESTYLES ON FLEX | #FREESTYLE087,HOT 97,1576501.0,63519.0,hip hop|music|new york|r&b|rap|us|video
M61Vt1C69JA,M61Vt1C69JA,Breakfast Sandwich Maker Competition,Good Mythical MORE,366647.0,7503.0,link|rhett|rhett and link|season 13
QAt8kU3TQfQ,QAt8kU3TQfQ,The Most Mysterious Star in the Universe We Can't ,RealLifeLore,435859.0,16174.0,astronomy|dyson sphere|space|star|sun|universe|weird
nk3a7zq84Co,nk3a7zq84Co,Game Day Artichoke Dip - You Suck at Cooking (epis,You Suck At Cooking,392478.0,22821.0,comedy|funny|recipe|sports|superbowl
fRFCXQ3HgdY,fRFCXQ3HgdY,Ohio State vs Michigan | Highlights | FOX COLLEGE ,FOX Sports,176838.0,1069.0,football|john|news|sp:ty=high|urban
o7Ax6SRTGks,o7Ax6SRTGks,Cake Decorator Vs. Artist,BuzzFeedVideo,2734361.0,58264.0,art|artist|baking|birthday|buzzfeed|cake|cake decorating|competition|cute|fondant|food|fun|layer cake|quirky
Fj3euSYAtnc,Fj3euSYAtnc,BTS (방탄소년단) - Airplane pt.2 @BTS COMEBACK SHOW,BANGTANTV,5414339.0,571108.0,bts
e77J4g0LMOk,e77J4g0LMOk,Little Mix bring the Power & CNCO to The X Factor ,The X Factor UK,4695293.0,158565.0,simon cowell|talent
-o7zywbiFVI,-o7zywbiFVI,Celebrity Chef Mario Batali Accused Of Sexual Misc,MSNBC,49761.0,350.0,breaking news|business|health|politics|sexual harassment|us news|world news
ulCdoCfw-bY,ulCdoCfw-bY,The Black Hole Bomb and Black Hole Civilizations,Kurzgesagt – In a Nutshell,3154240.0,170938.0,dyson sphere|funny|physics|satire|space|star|universe
SFr0fCgrTNQ,SFr0fCgrTNQ,10 Crazy eBay Items!,Matthias,1288373.0,85126.0,black friday deals|comedy|family friendly|gadgets|kid friendly|no cursing|no swearing|tech|test|top 10|top 5|unboxing
HrQNdClwMs4,HrQNdClwMs4,DIY GIANT McDONALDS HASH BROWN 🍟 - VERSUS,HellthyJunkFood,1957964.0,25829.0,
MSzytvDsPfo,MSzytvDsPfo,Cut for Time: Hallmark Channel Christmas Promo (Ja,Saturday Night Live,1082383.0,14146.0,actor|comedy|funny|guest|hilarious|host|kate mckinnon|laugh|music|new york|producer|sketch|snl|sza
V_jU_ssWvc4,V_jU_ssWvc4,Anderson Cooper and Andy Cohen Met on a Failed Bli,The Tonight Show Starring Jimm,525233.0,6798.0,anderson cooper|celebrities|clip|cnn|failed|funny|funny video|humor|interview|jokes|nbc|nbc tv|queen elizabeth|snl|talent|television|tsa|video
TTogFxTu_vA,TTogFxTu_vA,This Giant Kielbasa Helped a Michelin-starred Rest,Eater,465368.0,4441.0,chef|dish|food|food porn|foodie|restaurant|sausage
1purAy2MsOc,1purAy2MsOc,22 Years of Life Milestone,TheOdd2sOut,976989.0,87452.0,birthday|cake
qT0mpVcH3ZU,qT0mpVcH3ZU,"New Year, New Me | Rudy Mancuso & Stephen Curry",Rudy Mancuso,2307087.0,137870.0,basketball|comedy|goals|humor|music video|nba|sketch
Zn99TMv0vac,Zn99TMv0vac,Answering the Call,Verizon,122141.0,841.0,fire|houston|justin timberlake|phone
UZ47aQFp2TQ,UZ47aQFp2TQ,ELDERS REACT TO WALMART YODEL BOY,FBE,1761886.0,34692.0,famous|fine brothers|fine brothers entertainment|kids react|mason ramsey|react|reaction|review|reviews|thefinebros|watch|yodel boy|yodel kid
SkcucKDrbOI,SkcucKDrbOI,HOW TO TRAIN YOUR DRAGON: THE HIDDEN WORLD | Offic,DreamWorksTV,3733256.0,75328.0,animation|film|jonah hill|movie|official|official trailer|teaser trailer|trailer
YML2DM0K8DQ,YML2DM0K8DQ,Keith Urban - Coming Home (Lyric Video) ft. Julia ,KeithUrbanVEVO,845718.0,8756.0,capitol|country|home|nashville|urban
lrWRy9BBp-c,lrWRy9BBp-c,ELDERS REACT TO UGANDAN KNUCKLES MEMES,FBE,2885259.0,74767.0,fine brothers|fine brothers entertainment|kids react|react|reaction|review|reviews|thefinebros|watch
tpa4kp4lK60,tpa4kp4lK60,I have a brain tumor.,Simone Giertz,2865758.0,248715.0,
ijUK3z5rt5s,ijUK3z5rt5s,I said Gucci Gang 1000000 Times. Here are the last,Graham The Christian,2139663.0,62915.0,
WCKG9J1d5iE,WCKG9J1d5iE,Major bank ends long-time partnership with NRA,Fox Business,31798.0,447.0,on air
XCrJ3NflOpE,XCrJ3NflOpE,A New View of the Moon,To Scale:,230399.0,5208.0,astronomy|lunar|moon|prank|reaction|space
Evz-ZQC8wss,Evz-ZQC8wss,TSA Check,Studio C,439972.0,12086.0,comedy|funny|laugh|lol|security|sketch comedy|snl|travel|tsa
BPmAxzEJpWA,BPmAxzEJpWA,Snoop Dogg - One More Day (feat. Charlie Wilson) f,SnoopDoggVEVO,2472141.0,37097.0,
jpH-8HiMCRI,jpH-8HiMCRI,Deep Fried Ice Cream & Cookie Dough & Funfetti?! (,Clevver Style,386837.0,16503.0,chef|cooking|diy|food|funny|how to|how to make|lifestyle|recipe|weird|wtf
-xAMnJgc3oA,-xAMnJgc3oA,Janelle Monáe – I Like That [Official Audio],Janelle Monáe,382903.0,16787.0,album|bad boy|black panther|tessa thompson
8jp3SxojXpU,8jp3SxojXpU,Portland-bound Amtrak train derails in Washington;,The Oregonian,354467.0,1433.0,
5Js4TMKutCo,5Js4TMKutCo,Bret Interview with Devin Nunes,Bret Baier,130302.0,1232.0,
K0u_kAWLJOA,K0u_kAWLJOA,God of War – Story Trailer | PS4,PlayStation,2500865.0,94731.0,action|adventure|creature|story
XAzqBDFs418,XAzqBDFs418,Battle with Charlie Puth | Rudy Mancuso,Rudy Mancuso,1752883.0,137210.0,charlie|with
HbKnEQdCjGg,HbKnEQdCjGg,Lewis Capaldi - Rush (Official Audio) ft. Jessie R,LewisCapaldiVEVO,330327.0,13206.0,alternative|music video|official video|pop|songwriter|universal
6j-s9E3dRQ0,6j-s9E3dRQ0,F The Prom (2017) | Official Trailer HD,The Orchard Movies,874883.0,18686.0,
t_bnyOOFDNM,t_bnyOOFDNM,COLLEGE KIDS REACT TO ROSEANNE CANCELED?! (Twitter,FBE,842195.0,17314.0,fine brothers|fine brothers entertainment|kids react|react|reaction|review|reviews|thefinebros|watch
VYOjWnS4cMY,VYOjWnS4cMY,Childish Gambino - This Is America (Official Video,ChildishGambinoVEVO,167997997.0,4281819.0,childish gambino|rap|this is america
8ll04Zzw5UM,8ll04Zzw5UM,Lady Gaga - Joanne (Where Do You Think You’re Goin,LadyGagaVEVO,3363100.0,202829.0,interscope|lady|pop|you
vL2-H_0V7nw,vL2-H_0V7nw,"You're Not Edgy, You're Just Lazy",CollegeHumor,1005860.0,33110.0,comedy|dating|funny|humor|politics|sketch|sketch comedy
akNs04ef_Co,akNs04ef_Co,I Read A Letter From My Younger Self,AmazingPhil,629985.0,102668.0,2018|amazing|best|friends|funny|life|london|my|new york|old|past|react|reacting|vlog|weird
puqaWrEC7tY,puqaWrEC7tY,Nickelback Lyrics: Real or Fake?,Good Mythical Morning,827546.0,15887.0,canada|challenge|comedy|funny|lyrics|music|rhett and link|rock
-C5q3oir8gA,-C5q3oir8gA,Will It Christmas Tree?,Good Mythical Morning,686367.0,16228.0,christmas|christmas tree|rhett and link|star wars|tree
TsT5GLWgSkU,TsT5GLWgSkU,Reacting to Avengers: Infinity War trailer,jacksfilms,966085.0,81699.0,avengers|iron man|marvel|movie|react|reacting|reaction|trailer
u7KZrt_cHH0,u7KZrt_cHH0,UNSANE | Official Trailer | In theaters March 23,Bleecker Street,1267983.0,2504.0,entertainment|film|movies|unsane
bqbWMgkvedI,bqbWMgkvedI,Decorating Our Christmas Tree & Princess Dress | V,Tanya Burr,141529.0,5659.0,chocolate|christmas|cute|dinner|fun|home|house|london|makeup|princess|selena gomez|tour|tree|vlog|vlogmas
4L-BPQVZYXM,4L-BPQVZYXM,Razer Phone Review: The Real Deal!,Marques Brownlee,1409442.0,51315.0,phone
hB07EJhMBRs,hB07EJhMBRs,A Dad Didn't Brush His Teeth For 40 Days. This Is ,Chubbyemu,467623.0,23805.0,dad|education|health|nurse|science|technology
c3BTGJgd8Wo,c3BTGJgd8Wo,"Ashanti Talks Murda Inc, Relationships, New Music ",Breakfast Club Power 105.1 FM,617338.0,6952.0,celebrity news|charlamagne tha god|dj envy|interview|stuck|video
CbWP9nvnRhw,CbWP9nvnRhw,The Pun Challenge!?,nigahiga,3495861.0,206325.0,jacksfilms|liza koshy
-txKpma65ZU,-txKpma65ZU,"Forced Arbitration | January 31, 2018 Act 2 | Full",Full Frontal with Samantha Bee,237548.0,4134.0,tbs
Mjl4OReUX-c,Mjl4OReUX-c,When mum gets dad's car wrapped for Valentines Day,LadBaby Official,211669.0,7323.0,comedy|dad|family|funny|haha|lol|love|parenting|pregnant|valentines
S0OICOBR19Q,S0OICOBR19Q,Why You Shouldn't Give Ginger To Monkeys (and othe,MinuteEarth,341980.0,11773.0,history|science
lk8lozFBXpo,lk8lozFBXpo,EVERY GAME STORE EVER,Smosh,1629409.0,56980.0,
lD1mPectYOM,lD1mPectYOM,"Town of Reston: “Small Town, Big Mystery” - Impuls",Impulse,735962.0,7788.0,black mirror|drama|sci fi|sci-fi|science fiction|stranger things|trailers|universal
MUWUHf-rzks,MUWUHf-rzks,How to Make an Elephant Explode with Science – The,Kurzgesagt – In a Nutshell,1851183.0,105292.0,animals|animation|funny|life|pregnant
xqj7XOv9mC8,xqj7XOv9mC8,PAPILLON | Official Trailer,Bleecker Street,1490289.0,1840.0,entertainment|film|movies
X9Qh8vsSE-c,X9Qh8vsSE-c,"I Filled My Swimming Pool with 10,000 Water Balloo",Guava Juice,1509739.0,72244.0,challenges|comedian|comedy|family friendly|funny|how to|kid friendly|what happens
kfOeQj7HsCE,kfOeQj7HsCE,Chris Evans opens up about 'Avengers: Infinity War,Good Morning America,972529.0,18510.0,film|interview|live|movies
J_CFBjAyPWE,J_CFBjAyPWE,Red Velvet 레드벨벳 'Bad Boy' MV,SMTOWN,19392316.0,1040557.0,bad boy|kpop|music video
9POblaMln4Q,9POblaMln4Q,Types Of People at the Gym,MamaMiaMakeup,875901.0,41515.0,alisha marie|collab|comedy|funny|of|people|the|types of people
_vrcsnkXCI8,_vrcsnkXCI8,I GAVE MY MOM HER FIRST MAKEOVER EVER AND SHE CRIE,Bramty Juliette,390232.0,31417.0,makeover|makeup|makeup tutorial|transformation
6Y65fxIRs8Q,6Y65fxIRs8Q,Big sister reflexes,BrasherN,2761070.0,36036.0,
FlsCjmMhFmw,FlsCjmMhFmw,YouTube Rewind: The Shape of 2017 | #YouTubeRewind,YouTube Spotlight,149376127.0,3093544.0,casey neistat|despacito|fidget spinners|grace helbig|joey graceffa|kendrick lamar|lilly singh|liza koshy|luis fonsi|niana guerrero|poppy
S-4rhjO6xYg,S-4rhjO6xYg,STRANGER THINGS: A Bad Lip Reading,Bad Lip Reading,4815667.0,251314.0,comedy|funny|netflix|stranger things
JRocY48P0qA,JRocY48P0qA,The Toyota Previa Is the Weirdest Minivan Ever,Doug DeMuro,1472121.0,27268.0,
hbcH02YynOA,hbcH02YynOA,FULL GLAM IN 10 MINUTES MAKEUP CHALLENGE W. KRISTE,Laura Lee,400847.0,21112.0,challenge|collab|easy makeup|makeup|urban decay
DV1OqgHb3jc,DV1OqgHb3jc,How To Make a Vegan Curry,HowToBasic,4570096.0,269669.0,
iZUfPIKbgUM,iZUfPIKbgUM,Bar Essentials | Basics with Babish,Binging with Babish,983181.0,30918.0,
fNVUTgd4pio,fNVUTgd4pio,Sugarland - Babe (Static Video) ft. Taylor Swift,SugarlandVEVO,1664399.0,50908.0,big|country|records
JANApS0P4z8,JANApS0P4z8,Casually Explained: Levels of Wealth,Casually Explained,2836959.0,115670.0,animation|comedy
XkVwqEdYlNA,XkVwqEdYlNA,The Last Jedi Cast Touches Bearded Dragons & Other,Vanity Fair,855787.0,31762.0,star wars
e5IRkF20JmU,e5IRkF20JmU,REACTING to BTS Mic Drop! (MV),Wassabi Productions,469527.0,26655.0,boyfriend|bts|family friendly|girlfriend|music video|react|reacting
LC3fWTXZXxE,LC3fWTXZXxE,9 Travel Life Hacks + How to Pack for Vacation!!,AlishaMarie,998362.0,70972.0,2018|hacks|life|life hacks|tips|travel
C7mxTEskjQg,C7mxTEskjQg,A Friendly Arctic Fox Greets Explorers | National ,National Geographic,407936.0,10213.0,animals|canada|discover|documentary|frozen|nat geo|natgeo|nature|science|wildlife
YfOHh5mt9SM,YfOHh5mt9SM,i have a condition that makes me feel like i'm dre,doddlevloggle,440000.0,44900.0,health
-BDImdAfodA,-BDImdAfodA,Kylie Minogue - Dancing (Official Video),KylieMinogueOnVEVO,855031.0,27709.0,album|beyonce|camila cabello|country|dancing|new music|official|pop|rupaul|taylor swift
7LjC-nUPrNg,7LjC-nUPrNg,Kids Try 100 Years of the Most Expensive Foods | B,Bon Appétit,3708663.0,40325.0,food|kids|kids react|kids try|taste test
jVNepCaqJok,jVNepCaqJok,My asthmatic kitty cat getting his meds,BaconLegs,253710.0,5721.0,
r2ys-AimNbE,r2ys-AimNbE,“First Burn” [Official Video],Hamilton: An American Musical,2098175.0,94916.0,
lOz7cPJQd8E,lOz7cPJQd8E,Tesla CEO Elon Musk offers rare look inside Model ,CBS This Morning,785651.0,10119.0,tesla
Pymm6cmE9uQ,Pymm6cmE9uQ,SICARIO 2: SOLDADO - Official Teaser Trailer (HD),Sony Pictures Entertainment,3337851.0,31538.0,official trailer|trailer
bEWLOo12UAU,bEWLOo12UAU,Picking the 2018 XXL Freshman 10th Spot,fantano,248952.0,6029.0,2018|cover|hip hop|jaden smith
Eswl8SSywzA,Eswl8SSywzA,How To Make an Ocarina of Time IRL,The King of Random,641418.0,14459.0,art|diy|experiment|how to|link|making|music|nintendo|of|past|sculpture|song|time
VXQ1FD77egw,VXQ1FD77egw,DIY SUPER LONG FRENCH FRY - VERSUS,HellthyJunkFood,538551.0,15418.0,
5TbUxGZtwGI,5TbUxGZtwGI,Time: The History & Future of Everything – Remaste,Kurzgesagt – In a Nutshell,2626381.0,167615.0,2017|2018|funny|history|science|space|time
n6gD02uqx5Q,n6gD02uqx5Q,Ant-Man and The Wasp Trailer Drops + Black Panther,ColliderVideos,76714.0,2166.0,ant-man|lin-manuel miranda|unsane
D8PXRnN0KPU,D8PXRnN0KPU,Moving Pictures 2017 - Movie Trailers Mashup,Clark Zhu,14651.0,129.0,2017|action|comedy|epic|horror|mashup|movie trailer|trailer
_kwsw07w8lU,_kwsw07w8lU,MY CLOSET TOUR 2018! Carli Bybel,Carli Bybel,836260.0,42451.0,2018
HOxylh5runs,HOxylh5runs,Reacting To POSITIVE COMMENTS ASMR ! | Jackie Aina,Jackie Aina,231413.0,29408.0,asmr
xLkHEZTSeoU,xLkHEZTSeoU,Casey Neistat Melts His Face Off While Eating Spic,First We Feast,2368132.0,111659.0,casey neistat|chef|cook|cooking|food|food porn|interview|kitchen|recipe|vlogger
AV5TOlGFHk0,AV5TOlGFHk0,Best EARLY Cyber Monday 2017 Deals LIVE RIGHT NOW!,The Deal Guy,144562.0,4306.0,black friday|black friday 2017
y_WoOYybCro,y_WoOYybCro,How I Became The Fresh Prince of Bel-Air | STORYTI,Will Smith,2339655.0,131268.0,comedy|entertainment|nbc|vlog|vlogs
7oRdswHqaf8,7oRdswHqaf8,EARL GREY MACARONS- The Scran Line,The Scran Line,35487.0,1999.0,cupcakes|how to make macarons
KORiXf-u21Y,KORiXf-u21Y,Henrik Harlaut wins Men’s Ski Big Air gold | X Gam,X Games,121421.0,661.0,
SPJsPQBnA2s,SPJsPQBnA2s,Kitchen Gadgets for Perfectionists,INSIDER,192537.0,3689.0,baking|cook|cooking|kitchen
mhog9LEMCDY,mhog9LEMCDY,Dem Beats (ft. RuPaul) by TODRICK HALL,todrickhall,873742.0,48735.0,american idol|beyonce|dance|glee|lgbt|low|mashup|mtv|parody|pentatonix|rupaul|taylor swift
7aRxsmfBDI0,7aRxsmfBDI0,Which Musician Am I? (GAME) Ft. Reggie Watts,Good Mythical Morning,665478.0,15577.0,dolly parton|rhett and link|season 13
n5IdKE3rhII,n5IdKE3rhII,Queer Eye's Jonathan Van Ness Insta-Stalks the Fab,ELLE,329873.0,10276.0,
16a1LttU5qc,16a1LttU5qc,I carve a pencil from a pencil from a pencil  (pen,Bobby Duke Arts,668715.0,39305.0,
FR5WT12B_88,FR5WT12B_88,Spinners,Kaplamino,762752.0,20876.0,fidget spinners|tricks
nx1R-eHSkfM,nx1R-eHSkfM,The New Snapchat in 60 Seconds,Snapchat,2944563.0,0.0,
tP214lJtKlM,tP214lJtKlM,The 77 Year Old Ballet Dancer Sharing Seven Decade,BBC Three,662688.0,28240.0,dancing|documentary|lady|old|teaching
uA8GdJJqz_s,uA8GdJJqz_s,Physicist Stephen Hawking has died,CNN,3432865.0,55495.0,
5gFpcEKayz4,5gFpcEKayz4,MØ - When I Was Young (Official Video),MOMOMOYOUTHVEVO,764716.0,35765.0,pop
9DUfFHaUpxg,9DUfFHaUpxg,The Voice Behind 250 of Your Favorite Cartoons,Great Big Story,1502910.0,41546.0,actor|documentary|star wars|tv
af6L1jBZGYA,af6L1jBZGYA,Jimmy Fallon and Paul Rudd Recreate King of Wishfu,The Tonight Show Starring Jimm,553510.0,8103.0,ant-man|celebrities|clip|cover|funny|funny video|humor|interview|jokes|music video|nbc|nbc tv|snl|talent|television|video
_NWs7ntMRBA,_NWs7ntMRBA,[OFFICIAL VIDEO] Perfect - Pentatonix,PTXofficial,3105286.0,180986.0,acapella|american idol|pentatonix|pitch perfect|reality tv|singing|the voice|voice
5y0ARoVF6Qg,5y0ARoVF6Qg,Double Lesbian Pictionary Proposal,BerkleyLovesTori,195039.0,1063.0,
OZsYiWBgFOk,OZsYiWBgFOk,The Spy Who Dumped Me (2018 Movie) Teaser Trailer ,Lionsgate Movies,5205309.0,12320.0,2018|action|boyfriend|comedy|film|girlfriend|kate mckinnon|movie|teaser|teaser trailer|trailer
H7gh2fmdjCU,H7gh2fmdjCU,Calum Scott - What I Miss Most (Official Video),CalumScottVEVO,3136189.0,104437.0,calum|capitol|pop|records
_PgMjA4x3rE,_PgMjA4x3rE,Devils Vs Angels Two w/ TheOdd1sOut,SomeThingElseYT,1157125.0,38539.0,fun|funny|game|something
ryr75N0nki0,ryr75N0nki0,Eminem - Walk On Water (Official Video) ft. Beyonc,EminemVEVO,16584193.0,669544.0,interscope|on|rap|water
oyC4lLTOyL8,oyC4lLTOyL8,A Language Made Of Music,Tom Scott,244274.0,11287.0,music
cgYHbIEZWW8,cgYHbIEZWW8,FBI Admits It Failed To Investigate Tip About Accu,TIME,383981.0,2404.0,business|entertainment|health|interview|news|politics|science|technology|video|world news
byBCkV_j-As,byBCkV_j-As,Introducing #AerieREAL Role Models,Aerie,5144.0,18.0,fashion|style
XbuQAbG2AZ0,XbuQAbG2AZ0,"Jay-Z and Dean Baquet, in Conversation",The New York Times,656786.0,16305.0,beyonce|jay-z|news
